shipment_id,origin,destination,weight,shipping_cost,delivery_date,status
SH-42356,USA,Italy,23.03,131.54,2024-04-14,Delivered
SH-42357,Spain,,3.11,82.96,04/03/2024,Pending
SH-42358,Tunisia,,32.29,,05/21/2024,Pending
SH-42359,China,France,35.2,-18.12,11/05/2024,In Transit
SH-42360,China,Italy,13.78,133.57,08/22/2024,In Transit
SH-42361,China,Italy,,113.44,07/03/2024,Delivered
SH-42362,Tunisia,Italy,21.73,146.4,,Pending
SH-42363,China,,43.9,invalid,,Pending
SH-42364,Germany,Germany,30.94,80.03,2024/01/23,In Transit
SH-42365,Spain,Germany,28.96,60.3,08/06/2024,Pending
SH-42366,China,,27.08,abc,,In Transit
SH-42367,Germany,France,38.73,invalid,2024-05-27,Delivered
SH-2062,Spain,France,-7.15,130.51,2024/01/17,Delivered
SH-42369,China,Germany,invalid,181.8,2024/09/17,In Transit
SH-42370,Spain,France,12.59,,abc,Delivered
SH-42371,USA,,invalid,1.47,02/15/2024,Delivered
SH-42372,Spain,France,13.46,78.4,10/14/2024,Pending
SH-42373,China,France,39.86,,2024/11/14,Delivered
SH-42374,Tunisia,UK,20.41,163.8,,In Transit
SH-42375,Tunisia,,-6.07,173.99,2024/10/20,Pending
SH-42376,Spain,Italy,29.17,97.61,12/21/2024,Pending
SH-2149,Germany,,-7.64,164.1,2024/01/26,Pending
SH-42378,USA,UK,,121.36,06/08/2024,Delivered
SH-42379,Tunisia,invalid,18.29,26.29,2024-04-05,Delivered
SH-42380,Tunisia,UK,5.71,158.41,09/11/2024,Delivered
SH-42381,Germany,,4.69,98.16,2024/03/11,Pending
SH-42382,Tunisia,,42.77,131.73,abc,Delivered
SH-42383,USA,Italy,,199.28,07/25/2024,Delivered
SH-42384,China,France,7.32,19.29,2024/03/27,In Transit
SH-42385,China,UK,11.9,71.46,2024-09-15,Delivered
SH-2475,Spain,Germany,-5.73,28.52,2024-09-03,In Transit
SH-42387,Tunisia,France,16.74,156.37,10/07/2024,Pending
SH-42388,USA,,13.9,92.38,2024/03/09,Pending
SH-42389,Spain,UK,-6.73,-8.33,2024/08/01,Delivered
SH-2107,Germany,Italy,2.52,113.09,2024/05/26,Pending
SH-42391,USA,France,39.02,,2024-06-18,Pending
SH-42392,Spain,France,3.73,8.94,05/08/2024,In Transit
SH-42393,USA,abc,11.52,176.42,abc,In Transit
SH-42394,China,Italy,49.83,,2024-10-08,Pending
SH-42395,Germany,,33.93,122.02,01/26/2024,Delivered
SH-42396,USA,Italy,invalid,173.05,2024-04-18,Delivered
SH-42397,USA,Germany,-6.13,42.11,2024/12/28,Delivered
SH-42398,China,Germany,32.86,182.21,01/22/2024,Delivered
SH-42399,Tunisia,,1.3,invalid,05/02/2024,In Transit
SH-42400,China,France,40.69,1.85,07/16/2024,Pending
SH-42401,China,France,-5.29,192.47,08/04/2024,Pending
SH-42402,China,,-4.07,42.91,invalid,Pending
SH-42403,USA,Germany,34.85,abc,07/04/2024,In Transit
SH-2657,USA,,47.8,invalid,02/09/2024,Pending
SH-42405,USA,Germany,13.12,62.7,11/23/2024,In Transit
SH-42406,Germany,UK,18.0,,2024/12/02,Delivered
SH-42407,Germany,Germany,-8.76,169.84,2024-03-16,Delivered
SH-42408,USA,Italy,2.43,-7.13,2024-01-22,Delivered
SH-42409,Germany,UK,48.78,185.94,2024/11/22,In Transit
SH-42410,Tunisia,Italy,,-1.37,2024-09-08,Delivered
SH-42411,Germany,,42.74,57.35,2024-02-26,Delivered
SH-42412,China,Italy,31.29,27.43,2024-09-22,Pending
SH-2192,Germany,,-4.14,148.07,2024/05/03,In Transit
SH-2878,USA,Germany,44.73,106.18,2024-01-13,In Transit
SH-42415,Germany,,,169.96,02/21/2024,Delivered
SH-42416,USA,France,48.95,133.67,2024/02/14,Delivered
SH-42417,USA,France,10.46,183.1,2024-05-13,Delivered
SH-42418,Tunisia,Germany,5.15,163.99,2024/03/14,In Transit
SH-42419,USA,,21.21,16.72,2024-11-02,Delivered
SH-42420,Spain,Italy,,106.28,2024/09/03,Delivered
SH-42421,USA,UK,12.59,22.64,02/18/2024,In Transit
SH-42422,USA,UK,32.89,-1.37,2024/06/27,Pending
SH-42423,China,,-2.91,invalid,2024/06/16,Delivered
SH-42424,Tunisia,,18.03,176.46,06/15/2024,Pending
SH-42425,USA,,11.29,163.04,2024-08-27,Pending
SH-42426,Germany,,33.7,124.96,invalid,Delivered
SH-42427,Spain,,,19.8,06/14/2024,Delivered
SH-2398,Tunisia,Italy,invalid,175.61,2024-10-27,In Transit
SH-42429,Germany,Germany,26.75,53.5,01/25/2024,Delivered
SH-42430,Tunisia,Germany,3.46,-5.84,05/10/2024,Pending
SH-42431,Tunisia,,21.9,178.58,2024-04-16,In Transit
SH-2658,USA,,8.55,,2024-06-09,Delivered
SH-42433,USA,UK,,172.77,2024-10-08,In Transit
SH-42434,USA,Italy,43.96,127.08,invalid,Pending
SH-42435,China,,45.03,24.36,2024/12/16,In Transit
SH-2102,Spain,Italy,13.07,29.95,abc,Delivered
SH-42437,Spain,Italy,44.48,83.43,,Delivered
SH-42438,USA,France,30.31,94.35,2024/03/21,Delivered
SH-42439,Spain,UK,0.33,153.05,2024/01/15,Pending
SH-42440,Tunisia,France,-3.58,149.81,2024/11/08,Delivered
SH-42441,China,Italy,25.51,95.22,2024/06/15,Delivered
SH-42442,Tunisia,,31.71,64.54,08/24/2024,Pending
SH-42443,USA,UK,29.6,110.79,invalid,Delivered
SH-42444,Spain,UK,3.32,,2024/09/18,Delivered
SH-42445,Tunisia,,24.32,147.7,2024-04-19,Pending
SH-42446,Germany,,-9.46,-17.47,2024/11/18,Pending
SH-42447,USA,France,-5.56,5.19,01/10/2024,Pending
SH-42448,Tunisia,Germany,39.83,-9.71,2024/11/22,Pending
SH-42449,Germany,UK,42.02,98.36,2024-06-27,In Transit
SH-42450,Tunisia,Germany,25.12,10.38,06/06/2024,In Transit
SH-42451,USA,France,24.44,140.08,2024-08-01,Delivered
SH-2131,USA,Italy,12.02,invalid,2024/01/06,Delivered
SH-42453,Tunisia,Germany,35.71,65.73,2024/06/13,Pending
SH-42454,China,,16.95,-16.55,04/13/2024,Pending
SH-42455,Spain,Italy,43.7,139.8,2024-01-27,Pending
SH-42456,Germany,,21.12,-4.43,2024/09/23,Pending
SH-42457,China,invalid,31.67,invalid,2024/11/11,Pending
SH-42458,Tunisia,Germany,,132.59,05/02/2024,In Transit
SH-42459,Tunisia,,20.48,183.63,,Pending
SH-42460,Tunisia,UK,43.81,80.67,08/17/2024,In Transit
SH-42461,USA,UK,28.78,137.54,05/26/2024,In Transit
SH-42462,Tunisia,UK,27.04,-12.93,2024/04/09,In Transit
SH-42463,Germany,,2.46,,2024-01-07,In Transit
SH-42464,USA,,invalid,-2.8,2024-10-04,Pending
SH-42465,Germany,Germany,26.63,140.29,2024/02/01,Pending
SH-42466,China,Italy,-3.94,68.89,2024-07-16,In Transit
SH-42467,USA,Germany,12.17,113.92,2024-05-04,Delivered
SH-42468,Spain,Italy,-0.51,invalid,03/04/2024,In Transit
SH-42469,USA,Italy,8.04,,2024/12/06,Pending
SH-42470,USA,UK,0.37,145.08,2024/10/04,In Transit
SH-42471,Spain,,29.81,47.07,2024/09/15,In Transit
SH-42472,Tunisia,,26.87,33.09,2024/01/26,Delivered
SH-42473,USA,Germany,8.41,142.53,2024-07-21,In Transit
SH-42474,Tunisia,France,-5.09,28.68,abc,Pending
SH-42475,Spain,France,abc,1.09,2024-02-14,In Transit
SH-2180,Tunisia,Italy,37.73,153.16,invalid,Pending
SH-2140,Spain,France,18.04,82.08,06/06/2024,Pending
SH-42478,USA,,37.74,167.28,2024/07/26,Delivered
SH-42479,China,,39.23,1.06,2024-04-06,In Transit
SH-42480,Tunisia,,19.21,52.33,invalid,Pending
SH-42481,Germany,UK,37.76,3.85,2024/08/07,Pending
SH-42482,Tunisia,Italy,abc,193.22,2024-08-16,In Transit
SH-42483,USA,UK,1.21,,2024-07-02,In Transit
SH-42484,USA,Germany,invalid,47.32,03/12/2024,Delivered
SH-42485,Spain,France,44.84,invalid,2024-08-13,Delivered
SH-42486,USA,,40.36,71.87,2024/11/04,Pending
SH-42487,Spain,France,3.87,137.45,2024-02-12,Pending
SH-42488,China,Germany,-3.36,153.36,,Delivered
SH-42489,China,Italy,35.48,99.36,09/22/2024,Delivered
SH-42490,USA,Germany,43.38,175.88,12/04/2024,In Transit
SH-42491,USA,Germany,-2.31,,2024/02/01,Delivered
SH-42492,USA,,22.71,130.1,07/13/2024,Delivered
SH-42493,China,,19.74,181.44,2024-04-17,Pending
SH-42494,USA,,-6.18,97.25,2024/05/25,In Transit
SH-42495,China,,18.66,81.84,2024/12/04,In Transit
SH-42496,China,Germany,4.96,-7.31,04/04/2024,In Transit
SH-42497,Tunisia,,3.35,abc,2024/07/05,Pending
SH-42498,Tunisia,,42.12,120.52,abc,Pending
SH-42499,Tunisia,France,17.61,100.62,02/03/2024,Delivered
SH-42500,USA,Germany,,66.69,2024-12-10,In Transit
SH-2515,Germany,Italy,8.03,105.62,01/15/2024,In Transit
SH-42502,China,,10.7,195.49,2024-05-24,Pending
SH-42503,USA,abc,25.15,165.27,2024/07/12,In Transit
SH-42504,Germany,France,3.04,165.4,abc,Delivered
SH-2224,Germany,Germany,13.53,71.51,abc,Pending
SH-42506,USA,Italy,35.71,26.46,05/14/2024,In Transit
SH-42507,China,Italy,14.4,153.9,07/20/2024,Pending
SH-42508,USA,France,12.69,164.72,2024/02/07,Pending
SH-42509,China,Italy,invalid,,2024-11-11,Pending
SH-42510,Germany,,1.18,5.18,2024-11-16,Pending
SH-2518,China,,-2.39,75.28,11/06/2024,Delivered
SH-42512,Spain,Italy,24.61,79.46,2024-06-14,Delivered
SH-42513,Spain,abc,invalid,89.13,,Delivered
SH-42514,USA,Italy,-5.65,37.76,2024/06/25,In Transit
SH-42515,Spain,,23.89,171.92,,Pending
SH-42516,Tunisia,Germany,46.55,-3.54,07/22/2024,In Transit
SH-42517,Germany,France,0.25,93.01,abc,Pending
SH-42518,USA,,16.36,191.16,03/07/2024,Delivered
SH-42519,Spain,UK,-2.04,160.71,invalid,In Transit
SH-42520,Spain,Italy,-7.24,63.11,2024/08/10,In Transit
SH-42521,Tunisia,France,41.77,68.54,2024/12/18,In Transit
SH-42522,Spain,,35.33,153.95,,Delivered
SH-2486,USA,France,abc,-17.18,2024-04-17,In Transit
SH-42524,China,Italy,35.3,95.48,2024-05-06,In Transit
SH-2816,Tunisia,UK,12.65,-13.42,2024/01/16,In Transit
SH-42526,Tunisia,abc,43.3,abc,07/15/2024,Delivered
SH-42527,Spain,UK,42.8,135.91,01/06/2024,In Transit
SH-42528,China,UK,46.71,89.66,2024-03-08,Delivered
SH-42529,China,Germany,45.38,198.18,07/22/2024,Pending
SH-42530,USA,France,abc,81.35,2024/05/28,Delivered
SH-42531,China,Italy,23.4,53.25,abc,Pending
SH-42532,Spain,Germany,45.72,177.67,2024-06-21,In Transit
SH-42533,Spain,,11.66,129.46,01/22/2024,Delivered
SH-42534,Spain,France,4.05,37.42,2024-12-26,Pending
SH-42535,Germany,Italy,9.77,92.31,2024/02/01,Pending
SH-42536,USA,,,75.04,07/09/2024,In Transit
SH-42537,China,Italy,34.54,180.33,abc,Pending
SH-42538,Germany,UK,0.59,,2024-02-22,Pending
SH-42539,USA,France,38.56,-1.06,2024/07/17,Delivered
SH-42540,Germany,France,46.7,198.91,09/08/2024,Pending
SH-42541,Germany,,6.73,6.32,2024-03-23,Pending
SH-42542,China,Italy,25.35,49.28,2024-04-20,In Transit
SH-42543,Germany,,38.3,114.11,10/01/2024,Pending
SH-42544,Tunisia,,-4.5,144.53,invalid,Delivered
SH-42545,Tunisia,abc,15.53,182.4,2024/02/05,Pending
SH-42546,Germany,UK,47.38,-12.96,abc,Pending
SH-42547,USA,,23.02,18.99,2024/11/27,In Transit
SH-42548,Spain,,-9.43,172.55,,Delivered
SH-42549,Tunisia,,14.26,103.97,10/22/2024,Delivered
SH-42550,Germany,abc,21.88,107.63,,Delivered
SH-42551,Spain,Germany,-5.71,25.14,abc,Pending
SH-42552,Germany,Germany,28.47,invalid,2024/05/20,Delivered
SH-42553,Tunisia,Germany,-7.66,175.71,02/24/2024,Pending
SH-2383,USA,Italy,34.9,164.33,abc,In Transit
SH-2724,USA,,invalid,135.81,2024-03-25,In Transit
SH-42556,USA,,27.43,190.65,06/08/2024,In Transit
SH-42557,Germany,Italy,38.16,88.75,2024/12/05,Delivered
SH-42558,China,Germany,40.46,146.18,06/18/2024,Pending
SH-42559,USA,UK,-2.12,61.87,abc,In Transit
SH-42560,USA,,-5.07,92.05,2024/07/21,Delivered
SH-2722,Germany,Germany,14.42,-0.72,abc,In Transit
SH-42562,China,UK,14.7,79.7,invalid,In Transit
SH-42563,China,,29.94,abc,2024-07-23,In Transit
SH-42564,Germany,Italy,4.13,94.03,2024/09/15,Pending
SH-42565,Tunisia,UK,33.24,45.68,2024/08/09,Pending
SH-42566,Spain,France,7.85,-2.9,2024/11/10,Delivered
SH-42567,China,France,3.13,3.76,invalid,Delivered
SH-42568,USA,,7.38,75.6,2024-09-08,In Transit
SH-2609,USA,France,abc,69.32,2024-11-20,Pending
SH-42570,Germany,France,31.88,170.35,10/08/2024,Delivered
SH-42571,Germany,Germany,invalid,invalid,02/07/2024,In Transit
SH-42572,Tunisia,,-3.41,83.66,2024/09/24,Delivered
SH-42573,China,Germany,38.61,82.47,2024/02/10,Delivered
SH-42574,Tunisia,Germany,49.78,abc,05/24/2024,In Transit
SH-2280,Germany,France,-4.92,143.03,2024-04-17,In Transit
SH-42576,USA,,-6.32,191.54,2024-06-22,In Transit
SH-42577,Tunisia,France,,-14.47,2024/04/28,Delivered
SH-42578,Germany,,44.71,invalid,08/11/2024,Pending
SH-42579,Germany,France,43.91,129.89,09/05/2024,In Transit
SH-42580,Germany,UK,12.63,71.86,abc,In Transit
SH-42581,Tunisia,,-1.42,91.36,06/15/2024,In Transit
SH-42582,Germany,,41.48,141.99,2024/07/09,In Transit
SH-42583,Tunisia,Germany,47.02,109.86,2024-07-11,In Transit
SH-42584,USA,,2.08,165.75,2024/12/21,Pending
SH-42585,Germany,,11.34,-10.85,2024-02-26,In Transit
SH-42586,USA,Germany,,138.13,2024/07/23,In Transit
SH-42587,Germany,France,44.97,6.2,2024-08-05,Pending
SH-42588,Spain,Italy,29.36,abc,2024/03/15,Pending
SH-42589,China,France,49.52,62.57,2024/07/25,Delivered
SH-42590,USA,Germany,-2.97,107.38,2024-11-24,Pending
SH-42591,USA,France,5.65,-15.14,11/07/2024,In Transit
SH-42592,China,,40.55,169.16,2024-03-24,Delivered
SH-42593,Germany,France,,-11.44,2024-06-18,Delivered
SH-42594,Germany,Germany,46.74,52.88,03/04/2024,Delivered
SH-42595,USA,UK,47.41,111.14,02/08/2024,In Transit
SH-42596,USA,Italy,-3.01,167.36,2024/07/02,In Transit
SH-42597,Tunisia,UK,41.52,108.69,2024/01/23,Delivered
SH-42598,Germany,UK,,46.88,2024/08/06,Delivered
SH-42599,Spain,Germany,44.08,27.75,11/24/2024,Pending
SH-42600,USA,,47.76,137.99,,Pending
SH-42601,Tunisia,Italy,28.95,151.51,09/21/2024,In Transit
SH-42602,Germany,UK,22.78,45.03,12/14/2024,Pending
SH-42603,Spain,Germany,30.13,128.02,2024/10/09,Pending
SH-2286,Germany,,,118.68,abc,Pending
SH-42605,Tunisia,Germany,5.72,36.77,12/10/2024,In Transit
SH-42606,USA,France,30.63,85.58,2024-04-28,In Transit
SH-42607,Tunisia,Germany,21.79,abc,05/17/2024,Delivered
SH-42608,China,,7.72,66.38,06/12/2024,Delivered
SH-42609,China,Italy,34.96,105.0,07/06/2024,In Transit
SH-42610,Spain,UK,35.39,,2024/01/12,Delivered
SH-42611,China,France,,-0.18,2024/04/07,In Transit
SH-42612,Germany,,16.23,abc,07/17/2024,Delivered
SH-42613,Spain,Germany,,92.3,2024/10/26,Pending
SH-42614,USA,France,34.94,65.86,2024-10-25,In Transit
SH-42615,Spain,Italy,37.39,87.53,2024-08-01,Pending
SH-42616,USA,UK,34.36,144.5,2024-02-02,Delivered
SH-42617,USA,Germany,34.73,84.2,abc,Delivered
SH-42618,Spain,,30.02,-16.06,2024/05/03,Pending
SH-42619,China,UK,-3.51,invalid,abc,Delivered
SH-42620,Spain,UK,14.7,17.9,2024/04/08,In Transit
SH-42621,Tunisia,Italy,1.42,102.27,2024/05/04,Delivered
SH-42622,China,UK,,107.42,05/03/2024,Delivered
SH-42623,Germany,Germany,20.94,190.97,abc,Delivered
SH-42624,Tunisia,,15.02,73.93,2024/10/16,In Transit
SH-42625,Germany,,invalid,47.44,2024-11-03,Pending
SH-2907,China,,22.7,100.69,2024-08-11,Pending
SH-42627,Germany,abc,-2.53,195.41,10/16/2024,Pending
SH-42628,USA,UK,13.45,abc,2024-09-06,Pending
SH-42629,Germany,UK,2.28,175.79,2024-10-04,Pending
SH-42630,China,UK,47.95,,2024/02/07,In Transit
SH-42631,USA,UK,-0.31,24.45,2024/02/22,In Transit
SH-42632,USA,France,5.54,invalid,2024-02-06,Delivered
SH-2793,USA,invalid,,21.17,06/02/2024,Delivered
SH-42634,China,UK,44.11,80.5,invalid,In Transit
SH-42635,Spain,France,23.92,11.68,2024/05/26,In Transit
SH-42636,Tunisia,,-4.93,-2.43,2024-10-05,In Transit
SH-42637,China,abc,,169.87,2024-12-03,In Transit
SH-2518,Spain,Italy,34.45,143.42,2024-01-25,Pending
SH-42639,USA,,11.25,97.76,2024/09/18,In Transit
SH-42640,China,Germany,,180.2,2024/11/16,Pending
SH-42641,Spain,Italy,9.59,27.3,02/25/2024,Pending
SH-42642,Spain,Italy,abc,22.54,2024-03-02,Pending
SH-42643,USA,Germany,21.32,,10/23/2024,Pending
SH-42644,China,UK,44.7,138.88,2024/04/13,In Transit
SH-2348,Germany,UK,,84.88,05/15/2024,Pending
SH-42646,Germany,Italy,44.09,26.27,invalid,Pending
SH-42647,China,invalid,6.17,34.65,2024-01-13,In Transit
SH-42648,Tunisia,,47.52,83.83,2024-05-04,Delivered
SH-42649,Tunisia,Italy,45.24,172.52,2024/07/13,In Transit
SH-42650,Spain,Germany,8.58,182.92,,Delivered
SH-42651,China,France,47.84,-16.34,,In Transit
SH-42652,Germany,Italy,2.42,-14.49,abc,Pending
SH-42653,Tunisia,UK,,142.6,2024/04/06,Delivered
SH-42654,Spain,France,3.94,138.53,02/17/2024,Pending
SH-42655,Tunisia,UK,11.35,25.94,2024/03/28,Pending
SH-42656,Germany,Germany,40.27,194.24,2024-10-08,Pending
SH-42657,USA,,0.75,abc,03/19/2024,Pending
SH-42658,China,,17.89,148.55,2024/06/12,In Transit
SH-42659,Germany,France,31.29,80.8,2024/01/28,In Transit
SH-42660,Spain,UK,5.42,197.15,2024/06/07,Delivered
SH-42661,USA,,37.57,21.75,2024/02/12,Delivered
SH-42662,Germany,Italy,25.5,109.45,2024-11-24,Delivered
SH-42663,Tunisia,Germany,10.42,29.8,2024/05/01,Delivered
SH-2184,Spain,abc,32.9,156.33,2024-10-13,In Transit
SH-42665,USA,Germany,10.19,133.26,2024/06/17,In Transit
SH-42666,Tunisia,France,-8.55,13.99,12/21/2024,Delivered
SH-42667,Spain,France,12.41,128.21,2024/01/09,Pending
SH-42668,USA,Italy,18.08,35.37,06/22/2024,In Transit
SH-42669,USA,UK,invalid,153.61,01/17/2024,In Transit
SH-42670,Spain,,-6.48,194.01,2024-01-05,In Transit
SH-42671,Spain,Germany,21.26,77.78,06/01/2024,In Transit
SH-42672,China,France,44.89,54.98,07/05/2024,In Transit
SH-42673,Germany,,15.15,31.3,2024/06/04,In Transit
SH-42674,China,invalid,9.02,70.06,2024-09-04,Delivered
SH-42675,Tunisia,,-4.35,131.2,2024/12/22,Pending
SH-42676,Germany,Germany,37.32,,abc,Delivered
SH-42677,Germany,UK,36.11,186.67,2024/01/23,Pending
SH-2361,Tunisia,Germany,42.6,180.72,04/14/2024,Delivered
SH-42679,Tunisia,,36.34,83.13,2024-03-10,Pending
SH-42680,Spain,invalid,19.96,35.99,2024-10-24,In Transit
SH-42681,Spain,France,-3.97,4.15,2024-06-13,Delivered
SH-42682,Germany,Germany,14.06,2.93,2024/07/21,Pending
SH-42683,USA,Germany,9.28,-14.36,2024/04/08,In Transit
SH-42684,Tunisia,Germany,33.94,117.18,abc,In Transit
SH-42685,USA,Germany,41.62,193.51,2024/03/03,In Transit
SH-42686,Tunisia,Germany,20.47,121.38,2024-11-18,Pending
SH-42687,China,UK,8.36,-11.22,2024/02/27,Delivered
SH-42688,Spain,Germany,,,09/17/2024,In Transit
SH-42689,Tunisia,Germany,-3.36,94.36,2024/02/26,Delivered
SH-42690,Tunisia,,38.54,102.08,10/20/2024,Pending
SH-42691,Germany,UK,44.99,32.1,2024-09-26,Delivered
SH-42692,Tunisia,Germany,36.71,abc,2024-09-19,Delivered
SH-42693,Germany,,21.77,-2.79,abc,Pending
SH-42694,Spain,,-3.46,148.9,2024/05/19,Delivered
SH-42695,Germany,,,60.48,2024-04-04,Delivered
SH-42696,Germany,Italy,-6.53,,2024/01/02,Delivered
SH-42697,China,France,abc,176.31,01/03/2024,Pending
SH-42698,Spain,,22.31,143.54,11/09/2024,Pending
SH-42699,Spain,UK,45.45,,01/23/2024,In Transit
SH-42700,USA,Italy,44.5,89.61,07/14/2024,Delivered
SH-42701,Germany,,20.87,47.78,2024/07/14,In Transit
SH-42702,Tunisia,UK,-5.14,97.9,05/16/2024,Pending
SH-42703,Spain,,9.68,140.63,07/21/2024,In Transit
SH-2162,USA,Italy,-8.79,49.48,2024/03/12,Pending
SH-42705,USA,France,25.48,170.05,,Delivered
SH-42706,China,Italy,23.12,176.07,2024-12-15,Delivered
SH-42707,USA,,20.88,69.91,2024-03-24,Pending
SH-42708,Germany,Italy,,-13.28,,In Transit
SH-42709,Spain,,,149.03,2024/12/03,In Transit
SH-42710,Germany,Germany,invalid,113.81,2024-08-08,In Transit
SH-42711,China,France,-1.94,invalid,invalid,Delivered
SH-42712,Spain,France,-1.78,79.05,10/04/2024,Pending
SH-42713,USA,Italy,47.6,141.49,2024/10/14,Delivered
SH-42714,USA,UK,11.26,100.53,2024-10-17,Pending
SH-42715,Tunisia,UK,30.83,138.82,2024-01-16,Pending
SH-42716,Spain,,-4.88,121.01,2024/04/15,Pending
SH-42717,Germany,Germany,39.87,,2024/03/14,In Transit
SH-42718,USA,,46.55,-8.25,2024-04-14,In Transit
SH-42719,Tunisia,Italy,11.83,-17.92,2024-03-08,Pending
SH-42720,Spain,invalid,-3.86,110.57,2024/10/07,Pending
SH-42721,China,Italy,0.43,,11/07/2024,In Transit
SH-42722,Spain,,24.7,171.97,2024-08-22,Pending
SH-42723,Germany,France,invalid,22.2,2024-12-27,In Transit
SH-42724,Tunisia,Germany,47.35,165.42,2024-04-13,Pending
SH-42725,China,UK,48.18,152.24,2024/03/19,Pending
SH-42726,USA,,27.26,invalid,,Pending
SH-42727,Spain,,31.14,189.61,07/28/2024,Pending
SH-42728,China,invalid,-3.99,,2024/11/01,In Transit
SH-42729,China,Germany,41.25,29.83,2024-01-15,In Transit
SH-42730,China,Italy,11.03,130.94,2024-07-06,Delivered
SH-42731,Germany,France,,97.96,2024-07-24,Delivered
SH-42732,Tunisia,,25.12,138.15,2024/11/16,In Transit
SH-2915,Spain,Germany,22.11,89.21,05/14/2024,In Transit
SH-42734,Spain,,20.54,55.25,12/22/2024,Pending
SH-42735,Tunisia,Italy,26.15,-2.79,,In Transit
SH-42736,USA,Germany,17.71,198.42,invalid,Pending
SH-42737,Germany,Germany,38.0,136.5,abc,Pending
SH-42738,Spain,France,5.65,153.17,,In Transit
SH-42739,China,UK,49.27,172.05,2024/04/23,Pending
SH-42740,Tunisia,France,17.12,-9.2,invalid,Pending
SH-42741,Germany,France,32.24,166.93,07/26/2024,Pending
SH-42742,Spain,France,1.61,abc,2024-10-03,In Transit
SH-42743,Tunisia,Italy,15.87,19.44,04/03/2024,In Transit
SH-42744,USA,France,invalid,abc,2024-04-07,In Transit
SH-42745,Germany,,17.12,31.28,2024-08-01,In Transit
SH-42746,Spain,,,79.97,2024-11-24,In Transit
SH-42747,China,Germany,40.03,119.04,2024/07/10,Delivered
SH-2450,Tunisia,,0.85,31.22,2024-12-24,Delivered
SH-42749,Tunisia,UK,invalid,178.82,abc,Pending
SH-42750,China,invalid,29.67,60.38,2024/01/10,In Transit
SH-42751,Tunisia,UK,-8.22,156.74,2024/12/11,Delivered
SH-42752,Germany,,21.96,,abc,Pending
SH-42753,Germany,France,27.52,59.62,2024-10-25,Pending
SH-2519,Germany,,abc,75.27,abc,Pending
SH-42755,Tunisia,Germany,-9.35,144.71,11/06/2024,Delivered
SH-42756,China,Germany,2.25,-7.34,03/13/2024,In Transit
SH-42757,Spain,Italy,41.38,,2024/04/20,Delivered
SH-42758,Tunisia,France,6.74,31.68,09/25/2024,Delivered
SH-42759,Spain,France,14.38,57.62,05/11/2024,Delivered
SH-42760,China,Germany,28.13,,2024/06/09,Pending
SH-42761,Tunisia,Italy,34.22,108.28,01/23/2024,In Transit
SH-42762,Tunisia,France,15.3,60.81,11/07/2024,In Transit
SH-42763,Germany,Italy,44.19,74.2,invalid,In Transit
SH-42764,Spain,France,48.97,160.86,2024-01-21,In Transit
SH-42765,Germany,UK,-7.06,61.98,2024-07-03,In Transit
SH-42766,Spain,France,31.1,2.56,2024-11-12,In Transit
SH-42767,Germany,France,48.38,-18.05,abc,In Transit
SH-42768,Tunisia,UK,2.9,191.69,2024/07/21,In Transit
SH-42769,Tunisia,Germany,invalid,115.33,07/13/2024,Pending
SH-42770,Germany,,,105.43,03/26/2024,Delivered
SH-42771,Spain,,2.41,47.03,,In Transit
SH-42772,Germany,Germany,23.22,4.84,abc,In Transit
SH-42773,Tunisia,Italy,,63.16,2024/10/24,In Transit
SH-42774,Tunisia,France,28.87,,2024-06-08,Delivered
SH-42775,USA,France,invalid,128.04,2024/09/13,Delivered
SH-42776,Spain,France,22.54,191.77,abc,In Transit
SH-42777,Spain,,42.32,152.18,2024/12/20,Delivered
SH-42778,USA,,invalid,107.56,2024/11/26,Delivered
SH-2792,Germany,,invalid,98.05,06/25/2024,Pending
SH-42780,Germany,,49.82,6.64,2024-12-22,Pending
SH-42781,Germany,UK,43.17,6.54,07/06/2024,Delivered
SH-42782,Germany,Germany,46.68,155.98,08/10/2024,In Transit
SH-42783,Germany,,2.69,82.67,12/23/2024,In Transit
SH-42784,Germany,France,47.94,128.58,,Pending
SH-2779,Tunisia,Germany,18.39,188.17,04/21/2024,Delivered
SH-42786,China,UK,-4.21,115.23,2024-11-20,Delivered
SH-42787,Spain,Italy,37.99,54.71,2024-05-13,Delivered
SH-42788,China,UK,-5.7,abc,,In Transit
SH-42789,Spain,Germany,-5.79,189.74,2024/04/18,Delivered
SH-2155,China,Italy,25.51,50.3,2024/11/20,Delivered
SH-42791,Tunisia,UK,3.39,-1.74,2024-09-03,Pending
SH-2115,China,abc,10.0,abc,2024-01-11,Delivered
SH-42793,Germany,,2.21,-19.91,,Delivered
SH-42794,Tunisia,France,44.74,29.49,06/28/2024,In Transit
SH-42795,USA,Italy,49.86,155.46,2024-03-17,Pending
SH-42796,China,,-9.32,28.37,2024-02-27,Delivered
SH-42797,Spain,France,,30.47,12/08/2024,Pending
SH-2524,Spain,France,43.88,36.84,2024/12/24,Delivered
SH-42799,Tunisia,,48.32,125.56,2024/10/10,In Transit
SH-42800,Germany,Italy,-1.12,7.78,2024-03-22,Pending
SH-42801,Germany,Italy,-9.31,-7.46,2024-08-19,In Transit
SH-2503,Germany,UK,45.68,,09/09/2024,Pending
